Financial year,Local authority name,Region,Carers of people in adult social care quality of life (Score (between 0 and 12)),Carers who found it easy to find information about services (Percentage),People in adult social care quality of life (Score (between -0.8 and 1.0)),People who use services who found it easy to find information (Percentage),"Requests resulting in a service (per 100,000 population)",Short term service provision (Percentage),Workforce turnover rate (Percentage),Council tax collection rates (in year) (Percentage),Council tax revenue per dwelling (GBP),Debt servicing as percentage of core spending power (Percentage),Level of band D council tax rates (GBP),Non-ringfenced reserves as percentage of net revenue expenditure (Percentage),Non-ringfenced reserves as percentage of service spend (Percentage),Nondomestic rates collection rates (in year) (Percentage),"Number of upheld complaints (per 100,000 population)",Social care spend as percentage of core spending power (Percentage),Total core spending power per dwelling (GBP),Total debt as percentage of core spending power (Percentage),Household waste recycling rate (Percentage),Recycling contamination rate (Percentage),Residual household waste (kg per household)
2015-16,hammersmith and fulham,London,7.415964523,61.35920177,0.402452128,74.2,1336,80.7,28.73509934,96.3,892.28,12.98448478,727.81,119.5082063,97.07708089,98.2,6.6,64.55263852,1919.4,540.1090158,22,12.1,475
2016-17,hammersmith and fulham,London,7.1,64,0.35,70.1,1390,75.2,28.73509934,97,892.05,12.98448478,727.81,119.5082063,97.07708089,98.6,3.9,64.55263852,1809.37,540.1090158,23.2,11.5,447.7
2017-18,hammersmith and fulham,London,7.415964523,61.35920177,0.334,66.5,1074,85,28.73509934,96.6,909.6,2.5,727.81,92.4,74.2,98.3,7.7,66.3,1787.55,540.1090158,23.7,11.6,419.6
2018-19,hammersmith and fulham,London,7.1,63.2,0.337,58.8,791,76.5,28.73509934,96.8,935.77,2.5,727.81,53.3,54.5,98,9.7,68.6,1760.7,186.8,23.8,12.6,407
2019-20,hammersmith and fulham,London,7.415964523,61.35920177,0.333,58.7,905,72.6,28.73509934,95.9,998.93,3.3,762.02,33.1,24.4,96.7,5.4,72.5,1762.8,207.4,25.5,11.8,378.2
2020-21,hammersmith and fulham,London,7.415964523,61.35920177,0.402452128,71.01325167,1045,61.1,28.73509934,93.3,1040.73,8.7,792.42,230.7,91.9,91.9,3.8,70.3,1841.68,220.5,27.5,12,359.9
2021-22,hammersmith and fulham,London,6.9,56.3,0.387,62.5,1033,43.1,16.6,93.9,1097.62,7.6,831.96,82.1,64,90.9,7.1,66.4,1885.97,228.6,26.3,14.6,359.1
2015-16,haringey,London,7.415964523,61.35920177,0.402452128,71.6,854,76.9,28.73509934,95.5,1001.06,12.98448478,1184.32,119.5082063,97.07708089,98.3,11.9,64.55263852,2156.36,540.1090158,36.2,6.1,521
2016-17,haringey,London,7,50.5,0.392,71.7,899,74.9,28.73509934,96.2,1014.48,12.98448478,1208.01,119.5082063,97.07708089,98.4,16.2,64.55263852,2041.54,540.1090158,35.7,6.3,508.9
2017-18,haringey,London,7.415964523,61.35920177,0.402,73.1,1154,73.9,28.73509934,96.2,1078.93,8.6,1244.25,40,34.1,98.1,8.8,62.1,2049.44,540.1090158,32.9,4.5,515.8
2018-19,haringey,London,7.1,46.9,0.357,66,1035,61.9,28.73509934,96.5,1135.45,9.7,1281.57,38.9,33.4,95.3,13.7,69.9,2023.96,277.6,29.3,13.8,528.5
2019-20,haringey,London,7.415964523,61.35920177,0.384,67.5,1030,77,28.73509934,96.5,1175.75,10.3,1319.89,33.6,28.9,96.4,12.3,69.7,2011.08,298.1,29.7,12,532.7
2020-21,haringey,London,7.415964523,61.35920177,0.402452128,71.01325167,1361,69.9,28.73509934,94.2,1236.03,11.3,1372.56,63.9,50.4,82.7,10.1,69,2111.65,348.7,31,10,529
2021-22,haringey,London,6.7,42.9,0.4,63.9,1273,57.5,11.9,94.6,1269.47,11.4,1441.04,40.8,34,90.3,11,74.2,2146.79,370.4,30.2,11.7,527.6
2015-16,harrow,London,7.415964523,61.35920177,0.402452128,69.1,1622,50.6,28.73509934,97.4,1408.39,12.98448478,1234.36,119.5082063,97.07708089,94.1,6.5,64.55263852,1928.76,540.1090158,40.9,6.2,654
2016-17,harrow,London,7.3,57.4,0.372,70.3,1714,52.2,28.73509934,97.4,1461.04,12.98448478,1283.61,119.5082063,97.07708089,97.7,7.2,64.55263852,1880.19,540.1090158,39.7,4.2,628.4
2017-18,harrow,London,7.415964523,61.35920177,0.365,64.7,1842,53.7,28.73509934,97.7,1530.1,18.9,1347.66,25,26.2,96.8,8.4,58.7,1899.04,540.1090158,41,0,579
2018-19,harrow,London,6.7,52,0.379,68.7,1762,59.3,28.73509934,97.3,1591.3,17.5,1394.69,40.1,39.6,96,8.8,58.7,1893.69,285.5,40.2,0,587.9
2019-20,harrow,London,7.415964523,61.35920177,0.377,67.4,1549,69.4,28.73509934,97.6,1698.67,21,1464.29,24.6,27.5,96.7,9.6,61.6,1940.79,293.8,38.8,0.3,597.5
2020-21,harrow,London,7.415964523,61.35920177,0.402452128,71.01325167,2048,71,28.73509934,95.4,1770.84,19.2,1522.72,38.7,38.9,89.1,9.1,61.8,2038.62,287.9,35.8,2.9,607.7
2021-22,harrow,London,7,52.4,0.412,59.7,2045,80.5,44,96.7,1850.23,17.5,1598.7,37,34.4,95.1,2.7,64.6,2095.28,275.7,35.7,1.4,619.3
2015-16,hartlepool,North East,7.415964523,61.35920177,0.402452128,85.5,2497,73.5,28.73509934,95.4,901.18,12.98448478,1418.7,119.5082063,97.07708089,98.5,1.1,64.55263852,1929.14,540.1090158,35.9,7.6,623.7
2016-17,hartlepool,North East,8.9,80.6,0.409,82,2320,78.8,28.73509934,95.3,967.47,12.98448478,1474.03,119.5082063,97.07708089,98.4,2.2,64.55263852,1863.69,540.1090158,33.1,10.4,641.6
2017-18,hartlepool,North East,7.415964523,61.35920177,0.422,80.4,2275,80.5,28.73509934,95.7,1014.67,5.8,1546.26,39.8,37.1,98.9,3.2,60.2,1895.52,540.1090158,33.2,10.3,596.6
2018-19,hartlepool,North East,8.3,77.8,0.403,79.2,2287,81.2,28.73509934,95.7,1084.67,5.7,1622.02,36.6,32.6,99.5,1.1,66.2,1916.8,120.2,32.5,9.8,615.1
2019-20,hartlepool,North East,7.415964523,61.35920177,0.398,84.4,2146,84.5,28.73509934,95.2,1146.69,5.8,1685.28,28.9,25.1,98.6,3.2,66.8,1930.29,118.4,34,7,581.7
2020-21,hartlepool,North East,7.415964523,61.35920177,0.402452128,71.01325167,2530,84.8,28.73509934,93.2,1205.72,5.6,1751.01,60.9,44.8,96.4,3.2,67.4,2042.26,118.5,30.1,10.9,607.4
2021-22,hartlepool,North East,7.8,77.8,0.435,76.7,3569,86,24.2,91.6,1181.06,5.8,1751.01,56.8,44.2,96.5,1.1,69.4,2031.71,112.8,32.6,3.8,600.8
2015-16,havering,London,7.415964523,61.35920177,0.402452128,74.3,1902,75.8,28.73509934,96.8,1245.75,12.98448478,1219,119.5082063,97.07708089,98.5,5.6,64.55263852,1641.86,540.1090158,31.8,4.1,660.3
2016-17,havering,London,7.6,66,0.417,71.3,1677,76.5,28.73509934,96.9,1289.73,12.98448478,1267.64,119.5082063,97.07708089,98.6,4.7,64.55263852,1623.38,540.1090158,37.3,3.1,618.7
2017-18,havering,London,7.415964523,61.35920177,0.423,73.8,1610,88.4,28.73509934,97.1,1343.94,5.3,1317.71,43.4,43.4,98.8,3.9,60.3,1648.5,540.1090158,37,3.3,620.4
2018-19,havering,London,7.7,57.1,0.42,67.9,1366,89,28.73509934,97,1398.8,5.6,1363.83,42.8,41.2,99,3.5,61.9,1623.83,157.6,37.4,4.4,609.4
2019-20,havering,London,7.415964523,61.35920177,0.411,72.4,1347,89.9,28.73509934,96.9,1473.88,5.7,1408.15,28,27.5,98.5,4.6,63,1635.52,195,37.5,5.6,611.4
2020-21,havering,London,7.415964523,61.35920177,0.402452128,71.01325167,1580,81.6,28.73509934,96.2,1532.67,4.5,1463.77,43,37.5,98.6,4.6,63.6,1699.36,215,34.7,5,698.4
2021-22,havering,London,7.1,50.4,0.423,65.6,1774,83.3,31.8,96.4,1597,4.6,1529.64,30.6,29.2,98.3,5.3,64.1,1743.47,234.2,36.6,3.5,654.2
2015-16,hillingdon,London,7.415964523,61.35920177,0.402452128,75,266,73.7,28.73509934,95.1,1212.98,12.98448478,1112.93,119.5082063,97.07708089,99.3,3.7,64.55263852,1784.87,540.1090158,44.1,2,495.6
2016-17,hillingdon,London,7.4,64.2,0.385,74.1,616,82.7,28.73509934,97.3,1248.54,12.98448478,1112.93,119.5082063,97.07708089,98.7,4,64.55263852,1717.76,540.1090158,43.4,3.7,502.5
2017-18,hillingdon,London,7.415964523,61.35920177,0.392,71.7,1222,91.2,28.73509934,97.3,1260.12,1.6,1112.93,40.3,36.9,99.2,6.6,61.1,1670.08,540.1090158,40,7.1,520.3
2018-19,hillingdon,London,7.3,64.6,0.399,75.9,1331,87.7,28.73509934,97.1,1286.24,3.6,1112.93,43.5,41.1,99.1,7.9,65.5,1614.58,219.7,36.7,6.1,567.6
2019-20,hillingdon,London,7.415964523,61.35920177,0.379,68.2,1437,93.5,28.73509934,96.8,1341.88,4.6,1139.64,30.2,28.4,99,8.1,68.4,1606.73,211.3,37.4,6.8,552.7
2020-21,hillingdon,London,7.415964523,61.35920177,0.402452128,71.01325167,1508,94.5,28.73509934,95.6,1402.03,7.3,1182.94,40.7,37.2,94.8,4.2,70.7,1691.55,201.4,37.3,8.1,602.3
2021-22,hillingdon,London,7.1,54.5,0.416,61.5,1652,87.2,29.4,96.4,1467.37,4.4,1239.72,30.9,24.7,96.7,5.9,74.6,1728.82,191.1,38.2,6.1,580.8
2015-16,hounslow,London,7.415964523,61.35920177,0.402452128,67,1137,77.6,28.73509934,97.8,1111.11,12.98448478,1079.77,119.5082063,97.07708089,99.6,10.9,64.55263852,1791.76,540.1090158,33.8,10.6,617.7
2016-17,hounslow,London,6.9,54.7,0.387,69.5,1449,98.7,28.73509934,96.8,1104.89,12.98448478,1079.77,119.5082063,97.07708089,99.9,6,64.55263852,1695.21,540.1090158,30.1,14.1,619.2
2017-18,hounslow,London,7.415964523,61.35920177,0.377,68,1813,90.8,28.73509934,97.8,1163.26,3.5,1122.85,96,89.6,99.8,3.7,51.2,1691.88,540.1090158,29.8,12.2,575
2018-19,hounslow,London,6.8,54.4,0.407,66.9,1950,91,28.73509934,98.1,1200.65,10,1167.76,111.9,99.9,99.9,7,57.1,1688.94,288.9,31.4,9.1,574.5
2019-20,hounslow,London,7.415964523,61.35920177,0.409,70.4,2334,91.8,28.73509934,98.2,1294.7,9.5,1226.03,94.4,83.5,99.9,6.6,61.9,1727.4,252.6,31.5,8.2,576.6
2020-21,hounslow,London,7.415964523,61.35920177,0.402452128,71.01325167,1194,96.4,28.73509934,95.8,1345.47,9.8,1274.95,122.2,95.4,93.5,3.7,56.7,1798.3,239.8,35.4,0.9,556.3
2021-22,hounslow,London,7,49.1,0.429,69.3,1023,85.8,39.1,96.4,1404.62,9.4,1338.57,111.6,91.8,97.7,4.9,61.8,1832.34,279.6,35.9,0,557.4
2015-16,isle of wight,South East,7.415964523,61.35920177,0.402452128,78.2,1363,90.5,28.73509934,97.7,1117.4,12.98448478,1341.64,119.5082063,97.07708089,97.8,10,64.55263852,1806.03,540.1090158,45.2,9.7,543.1
2016-17,isle of wight,South East,8.1,62.2,0.445,78.2,1304,87.4,28.73509934,97.6,1190.1,12.98448478,1395.17,119.5082063,97.07708089,97.9,9.3,64.55263852,1762.77,540.1090158,46.5,14.5,506.3
2017-18,isle of wight,South East,7.415964523,61.35920177,0.404,73.1,1212,80.3,28.73509934,97.4,1270.37,11.6,1464.86,61.9,55.4,98.2,6.4,58.4,1796.17,540.1090158,53.4,4.1,418.4
2018-19,isle of wight,South East,7.6,57.4,0.41,71.8,1191,89,28.73509934,97,1368.32,18.6,1552.67,58,58.2,97.5,3.5,59.3,1830.82,304.5,55.7,4.8,365.5
2019-20,isle of wight,South East,7.415964523,61.35920177,0.417,70.5,1307,89.1,28.73509934,96.7,1435.36,29.6,1599.17,45.4,49.2,98.7,4.9,61.1,1849.33,290.8,55.5,6.1,389.9
2020-21,isle of wight,South East,7.415964523,61.35920177,0.402452128,71.01325167,1569,82.8,28.73509934,96.3,1499.56,11.8,1663.05,88.1,68.2,96.6,4.9,64.6,1944.44,294.3,53.4,8.7,373.4
2021-22,isle of wight,South East,7.7,58.9,0.401,66,1881,76.8,31.2,96.6,1564.15,15.9,1680.82,89.9,74.7,97,5.7,71.4,1914.86,272.7,47.9,16.4,446.9
2015-16,islington,London,7.415964523,61.35920177,0.402452128,72.9,1443,94.8,28.73509934,95.6,922.11,12.98448478,981.22,119.5082063,97.07708089,97,4.4,64.55263852,2177.1,540.1090158,29.4,8.1,411.7
2016-17,islington,London,7.3,62.3,0.359,72.6,2352,96.3,28.73509934,96.2,976.82,12.98448478,1020.37,119.5082063,97.07708089,97.1,3,64.55263852,2088.82,540.1090158,31.6,5.8,380.9
2017-18,islington,London,7.415964523,61.35920177,0.369,66.4,1904,91.5,28.73509934,96.2,1034.34,1.8,1071.28,36.3,29.4,97.2,4.7,66.4,2090.63,540.1090158,29.5,5.7,375.1
2018-19,islington,London,7.1,63,0.393,73.7,1104,83.7,28.73509934,96.1,1099.78,1.9,1135.44,37,30.6,96.6,4.6,68.3,2063.79,312.8,29,12,365.5
2019-20,islington,London,7.415964523,61.35920177,0.382,67,1215,95.7,28.73509934,95.3,1146.94,3.3,1169.38,37.6,29.6,96.7,7,69.4,2051.7,295.4,29.6,9.8,353
2020-21,islington,London,7.415964523,61.35920177,0.402452128,71.01325167,998,100,28.73509934,93.7,1211.02,3.9,1216.04,66.8,45.7,93,4.8,71.1,2168.31,288.9,31.3,10,345.7
2021-22,islington,London,7.1,55.9,0.391,63.3,988,93.4,26.8,94.1,1215.35,6.9,1276.72,85,62.6,93.6,5.1,78,2178.09,268.3,30.1,8.1,367.5
2015-16,kensington and chelsea,London,7.415964523,61.35920177,0.402452128,73.1,960,81.5,28.73509934,96.9,1180.7,12.98448478,782.58,119.5082063,97.07708089,99.1,5,64.55263852,1884.49,540.1090158,25.9,11.3,454.8
2016-17,kensington and chelsea,London,7.3,66,0.29,70.2,1040,78.7,28.73509934,97.4,1179.65,12.98448478,782.58,119.5082063,97.07708089,98.9,3.8,64.55263852,1780.16,540.1090158,25.7,9.5,455.1
2017-18,kensington and chelsea,London,7.415964523,61.35920177,0.28,64.8,1018,85.8,28.73509934,97.4,1207.71,0,797.92,63.6,52.4,99.2,4.5,51.8,1765.66,540.1090158,26.2,9.8,434.6
2018-19,kensington and chelsea,London,7.2,62.9,0.332,65,1227,93,28.73509934,98,1288.88,7.4,845.18,101.8,80.7,99.2,3.2,67.3,1785.64,249.8,27,9.2,434.2
2019-20,kensington and chelsea,London,7.415964523,61.35920177,0.338,74.7,1332,90.3,28.73509934,97.4,1375.19,2.1,887.34,76.8,60.8,97.2,7,61.4,1802.09,250.8,28.6,8.5,416.2
2020-21,kensington and chelsea,London,7.415964523,61.35920177,0.402452128,71.01325167,1186,88.3,28.73509934,92.6,1426.87,2.9,921.94,74.8,58.6,80.3,9.6,59.9,1882.9,249.3,24.2,8.1,407.4
2021-22,kensington and chelsea,London,6.9,46.3,0.38,70.6,1181,85.8,21,95.3,1502.24,6.2,967.32,85.3,66.1,91.6,9.7,57,1951.95,259.5,23.1,8.9,406.6
2015-16,kingston upon thames,London,7.415964523,61.35920177,0.402452128,77.4,955,66.4,28.73509934,98.9,1560.58,12.98448478,1379.65,119.5082063,97.07708089,98.9,2.9,64.55263852,1904.17,540.1090158,45.8,0.3,509.3
2016-17,kingston upon thames,London,7.5,71.5,0.407,76.4,1044,65.4,28.73509934,99,1582.14,12.98448478,1407.24,119.5082063,97.07708089,97.4,8.1,64.55263852,1849.01,540.1090158,47,2,497.8
2017-18,kingston upon thames,London,7.415964523,61.35920177,0.381,73.1,1125,69.2,28.73509934,99,1661.56,13.9,1477.46,28.6,26.7,98.4,6.3,58.6,1850.22,540.1090158,48.3,1.9,471.3
2018-19,kingston upon thames,London,7.5,69.5,0.403,75.9,1077,69.4,28.73509934,99,1697.01,14.6,1477.46,33,30.4,98.9,2.8,63.6,1777.23,273.4,49.4,1.9,460.9
2019-20,kingston upon thames,London,7.415964523,61.35920177,0.353,71.8,906,64,28.73509934,98.7,1806.17,14.4,1551.19,31.2,31,98.2,5.6,61.5,1826.87,259.2,48.6,2.2,461.9
2020-21,kingston upon thames,London,7.415964523,61.35920177,0.402452128,71.01325167,985,71.2,28.73509934,97.2,1884.21,13.7,1613.08,70.2,49.8,91,5,59,1938.11,266.9,47.6,2.4,474
2021-22,kingston upon thames,London,6.8,67.4,0.35,67.8,826,68.5,41.2,98.2,1945.18,10.8,1693.57,52,44.6,97,7.7,51.7,1972.32,270.8,48.1,2.8,456.5
2015-16,kirklees,Yorkshire and The Humber,7.415964523,61.35920177,0.402452128,72.2,1921,78,28.73509934,95.6,918.48,12.98448478,1267.15,119.5082063,97.07708089,96.8,3,64.55263852,1590.49,540.1090158,28.5,13.5,681.1
2016-17,kirklees,Yorkshire and The Humber,8.1,67.1,0.388,68.4,1781,79.8,28.73509934,96,969.86,12.98448478,1317.2,119.5082063,97.07708089,96.5,3.7,64.55263852,1531.81,540.1090158,30.1,12.1,638
2017-18,kirklees,Yorkshire and The Humber,7.415964523,61.35920177,0.394,72.2,1746,74.3,28.73509934,95.8,1028.28,8.3,1382.93,29.6,27.9,97.4,3,62.5,1558.43,540.1090158,27.2,12.7,632.7
2018-19,kirklees,Yorkshire and The Humber,8.1,62.1,0.406,67.8,3180,75,28.73509934,95.7,1106.48,6.5,1465.74,33.9,31.2,97.2,3,61.1,1590.85,236.7,24.3,13.3,643.7
2019-20,kirklees,Yorkshire and The Humber,7.415964523,61.35920177,0.416,65.8,3169,75,28.73509934,95.4,1155.22,6.2,1509.56,35.6,33.3,97.1,2.7,64.6,1595.55,227.8,26.7,13.3,630
2020-21,kirklees,Yorkshire and The Humber,7.415964523,61.35920177,0.402452128,71.01325167,2727,73.4,28.73509934,95.7,1203.13,5.9,1569.8,50.4,39.4,80.3,2.9,67.8,1693.64,229.2,25,13.2,669.1
2021-22,kirklees,Yorkshire and The Humber,7.5,54.4,0.427,65.3,2515,81.5,16,95.8,1242.68,6.1,1648.13,39.9,34.4,94.7,4.6,68,1737.61,224.9,26.9,10.6,623.1
2015-16,knowsley,North West,7.415964523,61.35920177,0.402452128,74.9,728,49.6,28.73509934,94.9,765.53,12.98448478,1246.08,119.5082063,97.07708089,98.7,2.7,64.55263852,2284.51,540.1090158,35.9,6,539
2016-17,knowsley,North West,7.2,65.6,0.39,74.9,1366,37.9,28.73509934,95.3,806.9,12.98448478,1295.8,119.5082063,97.07708089,98.4,4.1,64.55263852,2174,540.1090158,32.8,9.3,559.7
2017-18,knowsley,North West,7.415964523,61.35920177,0.431,75.2,1500,54.8,28.73509934,95.3,856.44,8.3,1360.46,18.9,17,98.5,4.7,57.7,2216.44,540.1090158,30.2,10.9,580.7
2018-19,knowsley,North West,6.9,70.4,0.411,71.7,1706,87,28.73509934,95.1,926.11,6.5,1441.95,15.5,15,98.5,3.3,56,2240.5,174.9,30.2,16.6,567.1
2019-20,knowsley,North West,7.415964523,61.35920177,0.429,73.2,1589,85,28.73509934,94.7,986.59,12.7,1485.08,36.1,37.5,98.8,6,53.8,2246.74,168.9,30.7,16.7,563
2020-21,knowsley,North West,7.415964523,61.35920177,0.402452128,71.01325167,1377,77.1,28.73509934,91.8,1043.18,7.9,1544.31,65.3,51,95.6,2.6,50.6,2362.41,166.6,28.7,18.5,669.1
2021-22,knowsley,North West,7.1,53.7,0.418,66.4,1329,90.3,15.7,89.3,1087.58,7.4,1621.37,47.8,44.5,97.8,3.9,58.2,2446.69,151.6,26.5,19,654.7
2015-16,lambeth,London,7.415964523,61.35920177,0.402452128,65.9,523,44.1,28.73509934,95.2,901.05,12.98448478,943.7,119.5082063,97.07708089,98.7,8.1,64.55263852,2124.77,540.1090158,28.7,8.6,448.1
2016-17,lambeth,London,7.6,57.3,0.356,66.5,733,51.6,28.73509934,95.3,933.95,12.98448478,981.35,119.5082063,97.07708089,99,11.1,64.55263852,2040.29,540.1090158,28.8,8.8,437.1
2017-18,lambeth,London,7.415964523,61.35920177,0.361,64.2,599,62,28.73509934,95.1,997.41,8.6,1030.32,33.2,28.7,99,9.3,67.6,2033.43,540.1090158,29.8,11.3,416.7
2018-19,lambeth,London,7.3,51.9,0.345,64.4,610,68.4,28.73509934,95,1080.23,9.7,1092.04,43.5,36.6,99,10.7,60.3,2058.44,301.5,30.1,11.8,399.1
2019-20,lambeth,London,7.415964523,61.35920177,0.367,57.4,765,60.4,28.73509934,95,1133.94,10.8,1124.69,36.2,32,98,7.4,62.8,2029.96,329.2,31.7,9.9,365.3
2020-21,lambeth,London,7.415964523,61.35920177,0.402452128,71.01325167,872,45.8,28.73509934,91.1,1191.3,11,1169.57,58.8,49.2,90.2,7.8,59.6,2136.66,335.5,36.4,10.3,333.2
2021-22,lambeth,London,7.2,47.9,0.369,55,916,43.7,21.9,93.2,1245.92,15.3,1227.93,45.5,37.5,90.5,10.7,60.3,2167.4,338.4,34.5,11.7,321.5
2015-16,leeds,Yorkshire and The Humber,7.415964523,61.35920177,0.402452128,77.6,1358,69.8,28.73509934,95.9,894.64,12.98448478,1168.8,119.5082063,97.07708089,97.8,2.8,64.55263852,1554.55,540.1090158,38.4,7.1,553.8
2016-17,leeds,Yorkshire and The Humber,7.4,64.5,0.413,75.7,1344,54.9,28.73509934,96.1,941.13,12.98448478,1215.54,119.5082063,97.07708089,97.5,3.8,64.55263852,1497.48,540.1090158,37.9,6.5,561.2
2017-18,leeds,Yorkshire and The Humber,7.415964523,61.35920177,0.407,74.1,1479,59.5,28.73509934,96.1,995.43,8.8,1276.2,12.2,10.5,98,5.2,73.9,1517.57,540.1090158,38.4,7.7,554.5
2018-19,leeds,Yorkshire and The Humber,7.5,65.4,0.362,69.8,1580,60.6,28.73509934,96.1,1056.27,9.6,1339.89,14.4,12.2,97.8,2.7,71.1,1534.13,528.9,38.7,6.6,515.2
2019-20,leeds,Yorkshire and The Humber,7.415964523,61.35920177,0.351,71.5,1972,65.7,28.73509934,95.9,1118.79,11.1,1393.36,14,11.7,97.3,3.9,73.9,1555.43,526.3,38.2,7.2,527.6
2020-21,leeds,Yorkshire and The Humber,7.415964523,61.35920177,0.402452128,71.01325167,1611,71.9,28.73509934,95.4,1174.03,15.1,1449,34.2,25.8,90.2,3.1,75.1,1637.37,516.6,35.1,7.5,566.3
2021-22,leeds,Yorkshire and The Humber,7.4,57.1,0.406,57.8,1735,71.4,30.4,94.6,1215.6,12.9,1521.29,27.8,21.1,93.7,3.2,70.2,1667.58,486.8,36,7.7,559.2
2015-16,leicester,East Midlands,7.415964523,61.35920177,0.402452128,61.7,1605,60.5,28.73509934,95,826.37,12.98448478,1301.95,119.5082063,97.07708089,97.2,4.7,64.55263852,1997.14,540.1090158,41.6,2,524.5
2016-17,leicester,East Midlands,7.2,57.3,0.367,67.4,1651,61.9,28.73509934,95.2,889.18,12.98448478,1354.01,119.5082063,97.07708089,96.7,2.9,64.55263852,1926.11,540.1090158,40.7,3,547.4
2017-18,leicester,East Midlands,7.415964523,61.35920177,0.404,70.5,1685,69.8,28.73509934,95.3,944.73,10.2,1421.69,65.5,57.7,97,4.2,64.3,1928.75,540.1090158,35.3,2.7,590.9
2018-19,leicester,East Midlands,6.9,55.6,0.419,67.6,1652,70.5,28.73509934,94.9,1005.51,11.8,1506.98,95.1,77.8,97.5,2.5,62.9,1929.21,206.1,39.2,3.1,557.5
2019-20,leicester,East Midlands,7.415964523,61.35920177,0.432,68.2,1573,72,28.73509934,94.7,1069.92,3.7,1552.17,94.3,78.3,95.7,6.2,64.8,1951.46,197.6,42.9,2.9,522.1
2020-21,leicester,East Midlands,7.415964523,61.35920177,0.402452128,71.01325167,1198,62,28.73509934,91.6,1137.8,3.4,1614.23,118.7,84.5,89.7,3.7,68.1,2056.07,198,35.7,4.1,599.3
2021-22,leicester,East Midlands,7,50,0.453,66.9,1452,75,22.9,93,1159.36,3.4,1694.92,124.9,89.3,95.9,3.3,69.2,2098.79,184.9,36.5,3.6,597.3
2015-16,lewisham,London,7.415964523,61.35920177,0.402452128,74.1,2179,76.6,28.73509934,94.5,859.84,12.98448478,1060.35,119.5082063,97.07708089,99.7,6.1,64.55263852,2039.26,540.1090158,18,12,698.4
2016-17,lewisham,London,7.5,58.3,0.39,71,1847,77,28.73509934,94.6,898.18,12.98448478,1102.66,119.5082063,97.07708089,99.4,8.7,64.55263852,1944.77,540.1090158,17.7,9.6,668.3
2017-18,lewisham,London,7.415964523,61.35920177,0.377,73.6,1523,75.3,28.73509934,93.8,950.42,26.4,1157.68,61.5,55.3,99.6,5.3,57.2,1967.67,540.1090158,21.8,7,616.3
2018-19,lewisham,London,6.9,46.6,0.405,71.9,1542,84.6,28.73509934,93.8,1046.51,12.8,1203.87,56.4,50.1,99.7,5.9,64.9,1985.48,188.7,28,6.5,546.2
2019-20,lewisham,London,7.415964523,61.35920177,0.4,74.4,1667,88.8,28.73509934,93.7,1122.17,15.8,1263.94,53.3,44.6,99.8,6.9,67.1,2004.5,198.4,26.6,9.8,557.3
2020-21,lewisham,London,7.415964523,61.35920177,0.402452128,71.01325167,2147,90.2,28.73509934,92.8,1178.14,15.7,1314.37,63.9,51.7,91.6,3.6,63.6,2106.54,184.6,28.4,10.9,544.3
2021-22,lewisham,London,7.415964523,61.35920177,0.402452128,71.01325167,1565,100,13.5,92.4,1217.37,15,1379.96,93.5,74.7,94,6,58.1,2137.95,168.3,27.2,9.8,514.6
2015-16,liverpool,North West,7.415964523,61.35920177,0.402452128,68.5,1072,64.3,28.73509934,94.5,741.93,12.98448478,1384.53,119.5082063,97.07708089,97,4.4,64.55263852,1993.84,540.1090158,29.2,4.1,564.1
2016-17,liverpool,North West,7,64.3,0.437,72.1,1170,74.2,28.73509934,94.4,830.13,12.98448478,1439.77,119.5082063,97.07708089,97.2,4.9,64.55263852,1923.49,540.1090158,28.1,8.5,574.9
2017-18,liverpool,North West,7.415964523,61.35920177,0.464,85,1545,55.2,28.73509934,94.7,866.65,3.6,1511.61,33.7,34.1,97.3,4.1,56,1949.87,540.1090158,26.6,8,539.9
2018-19,liverpool,North West,6.4,51.4,0.402,72.2,1149,61,28.73509934,94.5,915.7,5.4,1602.16,27.5,28.9,97.4,4.4,59,1969.45,183.6,23.6,16.9,572.1
2019-20,liverpool,North West,7.415964523,61.35920177,0.403,70.5,915,61.5,28.73509934,92.6,972.52,6,1650.06,11.5,11.8,95.8,4.4,64.4,1976.91,191.9,23.6,16.6,583.3
2020-21,liverpool,North West,7.415964523,61.35920177,0.402452128,71.01325167,1366,62.6,28.73509934,83.8,1029.28,6.5,1715.9,53.3,46.6,86.5,4,65.1,2095.63,200.5,23.5,17,676.9
2021-22,liverpool,North West,6.5,50,0.4,68.5,1960,69.7,21.4,83.9,1051.2,16.6,1801.52,31.9,27.6,91.3,3.7,67.2,2133.04,194.8,22.9,17.8,635.6
2015-16,luton,East of England,7.415964523,61.35920177,0.402452128,66.6,889,96.3,28.73509934,97.2,915.9,12.98448478,1243.38,119.5082063,97.07708089,98.1,2.3,64.55263852,1815.28,540.1090158,33.2,2,693.8
2016-17,luton,East of England,7.6,63,0.393,72.3,1289,83.8,28.73509934,96.9,986.71,12.98448478,1292.49,119.5082063,97.07708089,98.6,4.6,64.55263852,1769.03,540.1090158,33.8,1.1,689.1
2017-18,luton,East of England,7.415964523,61.35920177,0.429,71.2,1631,86.2,28.73509934,97,1031.73,12.3,1355.98,45.8,35.9,98.4,5.1,71.4,1771.77,540.1090158,33.2,1.2,665.6
